SK_ID_CURR,TARGET
100001,0.07851457787440605
100005,0.13792630197016642
100013,0.0821936672849692
100028,0.08092138862783613
100038,0.13261834508574435
100042,0.06427888990341164
100057,0.09433683133307462
100065,0.10940564373594501
100066,0.05517726159850605
100067,0.0937629922653372
100074,0.08014846004854842
100090,0.12499391351185789
100091,0.11777333221849616
100092,0.11040157883329624
100106,0.13296542351392743
100107,0.10401559056510863
100109,0.11242653857633975
100117,0.0914815173191995
100128,0.07427608898476964
100141,0.10701244492427985
100150,0.07940272885424472
100168,0.06656196288494323
100169,0.049849948056680735
100170,0.09066166221266032
100171,0.10870960342900006
100172,0.1341253722240781
100184,0.08360238453272097
100187,0.07128818304009946
100212,0.08778033539830864
100222,0.10285563007791748
100223,0.06377899792024688
100232,0.07493325716711612
100241,0.13571406758587073
100245,0.07874503798505508
100253,0.06694364930919183
100256,0.10193013461001478
100271,0.06707982573496843
100278,0.12066355260277097
100280,0.07317271376356517
100306,0.14169471092660527
100311,0.12069326241924397
100312,0.07154969387398456
100330,0.09059156333684278
100331,0.1063038369185427
100352,0.09681152061599717
100358,0.116363021403757
100367,0.10020384345065175
100382,0.08544326116360726
100384,0.0791962625768528
100385,0.10196396511609393
100386,0.08524628502173497
100399,0.07867233895163783
100404,0.07733338551188833
100416,0.07096329648561546
100422,0.14248495482377405
100426,0.08738176587866787
100438,0.07348930599286804
100444,0.10463307840228707
100445,0.12496608904781825
100446,0.1062743176713637
100447,0.07447004622119263
100450,0.08355084580690961
100466,0.09756708720259184
100483,0.07762854344214228
100484,0.06146475434685132
100494,0.09154364950616332
100510,0.1234958410298995
100512,0.07063895845797519
100517,0.08013226024087927
100548,0.06575272831721095
100551,0.08072915030545165
100552,0.12998619987392632
100553,0.0884689058674359
100561,0.10011003013351145
100568,0.13715969974616338
100569,0.06974983477029147
100591,0.10395226953106351
100592,0.06096799215884773
100602,0.09618246287266612
100607,0.09462527240589572
100613,0.09349040024138221
100617,0.07487339990262402
100618,0.1061499733945741
100622,0.15270556055117307
100625,0.10453720502974059
100677,0.09375310022484966
100699,0.08868131435933006
100702,0.14406571178896757
100711,0.07706757238564468
100729,0.14679971726712357
100740,0.11863686650737358
100744,0.11138944917241389
100745,0.10301142266730352
100747,0.10480969818799245
100751,0.11374527621049012
100752,0.09457519066442652
100753,0.14729557199901705
100754,0.11629086883724049
100760,0.11381924062132412
100762,0.1013672736509291
100763,0.08537564460786663
100765,0.08632217964452833
100770,0.09722834538611197
100772,0.08489027626381171
100777,0.08957163962014447
100791,0.07520951621606609
100792,0.07280491805239948
100797,0.10048565255945714
100823,0.10210784777921647
100826,0.10470923551963618
100830,0.07406567008073815
100836,0.12634465185116978
100872,0.0912393840642657
100910,0.09687499464681243
100913,0.07489594294919055
100918,0.09338803411545228
100931,0.06796061447376193
100952,0.11910975311208083
100953,0.08775827311995656
100965,0.11418482871941364
100970,0.08791019665544501
100982,0.11352710045345253
100983,0.0972131355259032
100984,0.07369868432161183
100987,0.11925665662643453
100997,0.08488546372461367
